pid;size;color;brand;rrp;mainCategory;category;subCategory;stock;releaseDate
12228;XL;rot;Nike;38.03;1;7;25;1;2017-10-01
12229;L;gelb;Nike;22.79;1;7;21;1;2017-10-01
12229;M;gelb;Nike;22.79;1;7;21;3;2017-10-01
12229;S;gelb;Nike;22.79;1;7;21;1;2017-10-01
12229;XL;gelb;Nike;22.79;1;7;21;7;2017-10-01
12230;S;schwarz;Nike;82.48;1;2;3;2;2017-10-01
12230;S;schwarz;Nike;82.48;1;2;3;2;2017-10-01
12230;S;schwarz;Nike;82.48;1;2;3;1;2017-10-01
12230;S;schwarz;Nike;82.48;1;2;3;3;2017-10-01
12230;M;schwarz;Nike;82.48;1;2;3;3;2017-10-01
12230;M;schwarz;Nike;82.48;1;2;3;5;2017-10-01
12230;M;schwarz;Nike;82.48;1;2;3;14;2017-10-01
12230;M;schwarz;Nike;82.48;1;2;3;15;2017-10-01
12230;M;schwarz;Nike;82.48;1;2;3;10;2017-10-01
12230;M;schwarz;Nike;82.48;1;2;3;6;2017-10-01
12230;L;schwarz;Nike;82.48;1;2;3;2;2017-10-01
12230;L;schwarz;Nike;82.48;1;2;3;2;2017-10-01
12230;XL;schwarz;Nike;82.48;1;2;3;3;2017-10-01
12230;XXL;schwarz;Nike;82.48;1;2;3;3;2017-10-01
12236;XXL;schwarz;PUMA;44.38;15;33;32;1;2017-10-01
12236;L;schwarz;PUMA;44.38;15;33;25;2;2017-10-01
12236;M;schwarz;PUMA;44.38;15;33;11;2;2017-10-01
12236;S;schwarz;PUMA;44.38;15;33;35;1;2017-10-01
12236;XL;schwarz;PUMA;44.38;15;33;32;1;2017-10-01
12238;L;schwarz;Under Armour;44.38;15;33;32;2;2017-10-01
12238;M;schwarz;Under Armour;44.38;15;33;25;4;2017-10-01
12238;S;schwarz;Under Armour;44.38;15;33;25;3;2017-10-01
12238;XL;schwarz;Under Armour;44.38;15;33;11;4;2017-10-01
12240;S;blau;Nike;215.83;1;2;3;2;2017-10-01
12240;S;blau;Nike;215.83;1;2;3;1;2017-10-01
12240;S;blau;Nike;215.83;1;2;3;3;2017-10-01
12240;M;blau;Nike;215.83;1;2;3;1;2017-10-01
12240;M;blau;Nike;215.83;1;2;3;1;2017-10-01
12240;M;blau;Nike;215.83;1;2;3;2;2017-10-01
12240;M;blau;Nike;215.83;1;2;3;1;2017-10-01
12240;M;blau;Nike;215.83;1;2;3;1;2017-10-01
12240;L;blau;Nike;215.83;1;2;3;1;2017-10-01
12240;L;blau;Nike;215.83;1;2;3;1;2017-10-01
12250;M;grau;Nike;158.68;9;18;32;7;2017-10-01
12250;M;grau;Nike;158.68;9;18;32;4;2017-10-01
12250;L;grau;Nike;158.68;9;18;32;1;2017-10-01
12254;M;weiss;Jako;31.68;15;33;25;1;2017-10-01
12254;XL;weiss;Jako;31.68;15;33;25;2;2017-10-01
12255;S;schwarz;Erima;48.19;15;33;32;1;2017-10-01
12259;L;schwarz;Nike;82.48;9;10;14;1;2017-11-10
12261;XS;beige;PUMA;139.63;9;36;32;1;2017-10-01
12261;M;beige;PUMA;139.63;9;36;32;1;2017-10-01
12263;L;gruen;adidas;25.33;1;7;8;3;2017-10-01
12263;M;gruen;adidas;25.33;1;7;8;2;2017-10-01
12263;XL;gruen;adidas;25.33;1;7;8;1;2017-10-01
12264;XXL;schwarz;PUMA;22.79;1;7;8;1;2017-10-01
12264;XXL;schwarz;PUMA;22.79;1;7;8;1;2017-10-01
12264;L;schwarz;PUMA;22.79;1;7;8;4;2017-10-01
12264;M;schwarz;PUMA;22.79;1;7;8;7;2017-10-01
12264;S;schwarz;PUMA;22.79;1;7;8;1;2017-10-01
12264;XL;schwarz;PUMA;22.79;1;7;8;1;2017-10-01
12268;S;blau;Nike;304.73;1;2;3;4;2017-11-10
12268;M;blau;Nike;304.73;1;2;3;5;2017-11-10
12268;M;blau;Nike;304.73;1;2;3;1;2017-11-10
12268;M;blau;Nike;304.73;1;2;3;3;2017-11-10
12268;M;blau;Nike;304.73;1;2;3;3;2017-11-10
12268;M;blau;Nike;304.73;1;2;3;1;2017-11-10
12268;M;blau;Nike;304.73;1;2;3;8;2017-11-10
12268;L;blau;Nike;304.73;1;2;3;5;2017-11-10
12268;L;blau;Nike;304.73;1;2;3;1;2017-11-10
12269;XXL;blau;adidas;38.03;1;7;21;1;2017-10-01
12269;XL;blau;adidas;38.03;1;7;21;1;2017-10-01
12270;L;blau;adidas;69.78;1;7;20;1;2017-10-01
12273;L;weiss;adidas;101.53;1;2;5;1;2017-10-01
12275;S;grau;Nike;139.63;9;37;32;1;2017-10-01
12276;L;schwarz;Jako;50.73;1;7;16;1;2017-10-01
12278;L;orange;Nike;95.18;1;2;6;1;2017-10-01
12283;S;blau;Nike;228.53;1;2;39;1;2017-10-01
12283;S;blau;Nike;228.53;1;2;39;1;2017-10-01
12283;M;blau;Nike;228.53;1;2;39;2;2017-10-01
12283;M;blau;Nike;228.53;1;2;39;5;2017-10-01
12283;M;blau;Nike;228.53;1;2;39;1;2017-10-01
12283;M;blau;Nike;228.53;1;2;39;1;2017-10-01
12283;M;blau;Nike;228.53;1;2;39;1;2017-10-01
12283;L;blau;Nike;228.53;1;2;39;2;2017-10-01
12284;L;rot;Nike;38.03;1;7;22;1;2017-11-23
12284;M;rot;Nike;38.03;1;7;22;3;2017-11-23
12287;XL;schwarz;Under Armour;38.03;15;16;25;1;2017-10-01
12288;S;beige;Nike;107.88;9;36;32;1;2017-10-01
12288;XS;beige;Nike;107.88;9;36;32;1;2017-10-01
12288;M;beige;Nike;107.88;9;36;32;1;2017-10-01
12288;S;beige;Nike;107.88;9;36;32;1;2017-10-01
12288;L;beige;Nike;107.88;9;36;32;5;2017-10-01
12288;L;beige;Nike;107.88;9;36;32;3;2017-10-01
12288;M;beige;Nike;107.88;9;36;32;1;2017-10-01
12291;M;gruen;New Balance;152.33;1;2;3;1;2017-10-01
12292;M;lila;Nike;95.18;1;2;39;1;2017-10-01
12295;S;rot;PUMA;44.38;1;7;14;2;2017-10-01
12295;M;rot;PUMA;44.38;1;7;14;2;2017-10-01
12295;L;rot;PUMA;44.38;1;7;14;9;2017-10-01
12295;XL;rot;PUMA;44.38;1;7;14;1;2017-10-01
12295;XXL;rot;PUMA;44.38;1;7;14;2;2017-10-01
12296;S;weiss;PUMA;10.09;9;10;11;2;2017-10-01
12296;M;weiss;PUMA;10.09;9;10;11;5;2017-10-01
12296;L;weiss;PUMA;10.09;9;10;11;5;2017-10-01
12299;L;gelb;Nike;38.03;1;7;21;1;2017-10-01
12301;XL;gruen;adidas;114.23;9;18;32;1;2017-10-01
12302;L;gelb;Nike;12.63;1;7;13;2;2017-11-23
12302;M;gelb;Nike;12.63;1;7;13;4;2017-11-23
12302;S;gelb;Nike;12.63;1;7;13;2;2017-11-23
12317;M;blau;Nike;114.23;1;2;5;1;2017-10-01
12317;M;blau;Nike;114.23;1;2;5;2;2017-10-01
12317;M;blau;Nike;114.23;1;2;5;2;2017-10-01
12317;M;blau;Nike;114.23;1;2;5;2;2017-10-01
12317;M;blau;Nike;114.23;1;2;5;1;2017-10-01
12317;M;blau;Nike;114.23;1;2;5;1;2017-10-01
12317;L;blau;Nike;114.23;1;2;5;1;2017-10-01
12319;L;weiss;PUMA;63.43;15;33;22;1;2017-10-01
12319;M;weiss;PUMA;63.43;15;33;32;1;2017-10-01
12319;S;weiss;PUMA;63.43;15;33;32;2;2017-10-01
12321;M;braun;adidas;114.23;9;36;32;1;2017-10-01
12323;M;rot;Nike;177.73;9;18;32;1;2017-10-01
12323;M;rot;Nike;177.73;9;18;32;1;2017-10-01
12324;L;schwarz;adidas;76.13;1;7;14;5;2017-10-01
12324;M;schwarz;adidas;76.13;1;7;14;5;2017-10-01
12324;S;schwarz;adidas;76.13;1;7;14;1;2017-10-01
12324;XL;schwarz;adidas;76.13;1;7;14;1;2017-10-01
12326;M;schwarz;Nike;114.23;9;18;32;4;2017-12-07
12328;XXL;orange;Nike;25.33;1;7;21;1;2017-10-01
12328;L;orange;Nike;25.33;1;7;21;16;2017-10-01
12328;M;orange;Nike;25.33;1;7;21;5;2017-10-01
12328;S;orange;Nike;25.33;1;7;21;6;2017-10-01
12328;XL;orange;Nike;25.33;1;7;21;1;2017-10-01
12334;L;schwarz;Erima;13.9;1;7;25;2;2017-10-01
12334;M;schwarz;Erima;13.9;1;7;25;6;2017-10-01
12334;S;schwarz;Erima;13.9;1;7;25;1;2017-10-01
12337;M;grau;Asics;107.88;9;36;32;1;2017-10-01
12340;L;schwarz;Nike;63.43;9;10;35;1;2017-10-06
12340;M;schwarz;Nike;63.43;9;10;35;4;2017-10-06
12340;S;schwarz;Nike;63.43;9;10;35;1;2017-10-06
12340;XL;schwarz;Nike;63.43;9;10;35;1;2017-10-06
12348;S;weiss;adidas;57.08;1;37;5;1;2017-10-01
12352;S;gelb;adidas;380.93;1;2;4;2;2017-10-01
12352;M;gelb;adidas;380.93;1;2;4;1;2017-10-01
12352;M;gelb;adidas;380.93;1;2;4;1;2017-10-01
12352;M;gelb;adidas;380.93;1;2;4;1;2017-10-01
12354;M;orange;Mizuno;380.93;1;2;3;1;2017-10-01
12354;M;orange;Mizuno;380.93;1;2;3;1;2017-10-01
12355;M;schwarz;Nike;12.63;9;10;11;1;2017-10-01
12358;L;blau;Uhlsport;44.38;1;7;16;1;2017-10-01
12359;S;schwarz;adidas;126.93;1;2;4;1;2017-10-01
12359;S;schwarz;adidas;126.93;1;2;4;1;2017-10-01
12359;M;schwarz;adidas;126.93;1;2;4;1;2017-10-01
12359;M;schwarz;adidas;126.93;1;2;4;1;2017-10-01
12359;L;schwarz;adidas;126.93;1;2;4;1;2017-10-01
12359;XL;schwarz;adidas;126.93;1;2;4;2;2017-10-01
12360;M;schwarz;PUMA;31.68;15;16;32;1;2017-10-01
12360;S;schwarz;PUMA;31.68;15;16;25;1;2017-10-01
12360;XL;schwarz;PUMA;31.68;15;16;11;3;2017-10-01
12362;M;blau;Converse;82.48;9;18;32;1;2017-10-01
12362;M;blau;Converse;82.48;9;18;32;2;2017-10-01
12366;S;grau;Nike;44.38;1;7;16;1;2017-10-01
12373;L;blau;Nike;34.22;1;7;21;1;2017-10-01
12373;M;blau;Nike;34.22;1;7;21;1;2017-10-01
12373;XL;blau;Nike;34.22;1;7;21;1;2017-10-01
12375;L;schwarz;Jako;50.73;1;7;16;4;2017-10-01
12375;M;schwarz;Jako;50.73;1;7;16;2;2017-10-01
12375;XL;schwarz;Jako;50.73;1;7;16;1;2017-10-01
12376;XXL;blau;adidas;38.03;15;16;32;1;2017-11-16
12376;L;blau;adidas;38.03;15;16;32;2;2017-11-16
12376;M;blau;adidas;38.03;15;16;11;13;2017-11-16
12376;S;blau;adidas;38.03;15;16;32;1;2017-11-16
12376;XL;blau;adidas;38.03;15;16;32;1;2017-11-16
12382;M;tuerkis;Nike;57.08;9;10;35;1;2017-10-01
12382;S;tuerkis;Nike;57.08;9;10;35;1;2017-10-01
12383;XXL;blau;PUMA;18.98;1;7;21;1;2017-10-01
12389;L;blau;PUMA;57.08;1;7;22;1;2017-10-01
12393;L;weiss;Jordan;17.71;9;10;11;1;2017-10-01
12393;M;weiss;Jordan;17.71;9;10;11;1;2017-10-01
12394;L;grau;Nike;57.08;9;10;35;1;2017-10-01
12395;XL;grau;adidas;63.43;1;7;28;1;2017-11-10
12396;XL;weiss;adidas;107.88;1;7;31;1;2017-10-01
12397;XXL;gruen;Nike;63.43;1;7;28;1;2017-10-01
12397;L;gruen;Nike;63.43;1;7;28;4;2017-10-01
12397;M;gruen;Nike;63.43;1;7;28;4;2017-10-01
12397;XL;gruen;Nike;63.43;1;7;28;3;2017-10-01
12401;L;blau;adidas;25.33;1;7;8;11;2017-10-01
12401;M;blau;adidas;25.33;1;7;8;6;2017-10-01
12401;S;blau;adidas;25.33;1;7;8;1;2017-10-01
12401;XL;blau;adidas;25.33;1;7;8;16;2017-10-01
12402;M;blau;PUMA;16.44;1;7;8;1;2017-10-01
12402;XL;blau;PUMA;16.44;1;7;8;1;2017-10-01
12402;XXL;blau;PUMA;16.44;1;7;8;1;2017-10-01
12403;XL;gelb;PUMA;16.44;1;7;13;1;2017-10-01
12407;XXL;schwarz;adidas;50.73;1;7;16;8;2017-10-01
12408;L;schwarz;Nike;12.63;1;7;13;3;2017-10-01
12408;M;schwarz;Nike;12.63;1;7;13;3;2017-10-01
12408;XL;schwarz;Nike;12.63;1;7;13;4;2017-10-01
12411;L;rot;adidas;228.53;1;37;3;4;2017-12-19
12413;S;schwarz;Nike;152.33;9;36;32;2;2017-12-05
12418;M;schwarz;PUMA;38.03;1;7;21;1;2017-10-01
12420;M;blau;Nike;44.38;9;10;25;1;2017-10-01
12422;L;gruen;adidas;152.33;1;37;3;1;2017-10-01
12427;L;grau;Nike;50.73;15;24;32;1;2017-10-01
12429;XS;blau;Nike;126.93;1;37;3;1;2017-10-01
12430;M;blau;Jako;38.03;1;7;8;1;2017-10-01
12432;L;rot;Hummel;12.63;1;7;13;1;2017-10-01
12435;XS;gold;adidas;50.73;1;37;3;1;2017-11-23
12435;M;gold;adidas;50.73;1;37;3;1;2017-11-23
12437;M;schwarz;Hummel;31.68;1;7;20;1;2017-10-01
12441;L;weiss;Stance;16.44;9;10;11;1;2017-10-01
12442;XS;blau;Nike;63.43;1;37;3;1;2017-10-01
12442;S;blau;Nike;63.43;1;37;3;2;2017-10-01
12442;XS;blau;Nike;63.43;1;37;3;1;2017-10-01
12442;M;blau;Nike;63.43;1;37;3;1;2017-10-01
12442;XS;blau;Nike;63.43;1;37;3;1;2017-10-01
12442;L;blau;Nike;63.43;1;37;3;1;2017-10-01
12444;M;grau;Converse;82.48;9;36;32;1;2017-10-01
12445;M;schwarz;adidas;63.43;1;7;14;1;2017-10-23
12445;L;schwarz;adidas;63.43;1;7;14;1;2017-10-23
12445;XL;schwarz;adidas;63.43;1;7;14;1;2017-10-23
12447;S;schwarz;Nike;292.03;1;2;4;4;2017-10-01
12450;XS;schwarz;PUMA;50.73;1;37;3;1;2017-10-01
12451;L;rot;Uhlsport;7.55;1;7;12;8;2017-10-01
12453;S;schwarz;adidas;50.73;15;16;35;2;2017-10-01
12458;M;weiss;Nike;126.93;9;18;32;1;2017-10-01
12458;M;weiss;Nike;126.93;9;18;32;2;2017-10-01
12458;M;weiss;Nike;126.93;9;18;32;4;2017-10-01
12458;M;weiss;Nike;126.93;9;18;32;1;2017-10-01
12458;L;weiss;Nike;126.93;9;18;32;1;2017-10-01
12459;M;schwarz;PUMA;126.93;1;2;5;1;2017-10-01
12459;M;schwarz;PUMA;126.93;1;2;5;1;2017-10-01
12460;S;gruen;Under Armour;88.83;1;2;3;1;2017-10-01
12460;M;gruen;Under Armour;88.83;1;2;3;1;2017-10-01
12461;M;blau;adidas;31.68;15;33;23;1;2017-11-14
12461;L;blau;adidas;31.68;15;33;35;4;2017-11-14
12461;XL;blau;adidas;31.68;15;33;32;5;2017-11-14
12463;XXL;rot;adidas;82.48;1;7;14;1;2017-10-01
12463;XXL;rot;adidas;82.48;1;7;14;1;2017-10-01
12463;L;rot;adidas;82.48;1;7;14;1;2017-10-01
12463;M;rot;adidas;82.48;1;7;14;1;2017-10-01
12463;S;rot;adidas;82.48;1;7;14;5;2017-10-01
12463;XL;rot;adidas;82.48;1;7;14;1;2017-10-01
12465;L;blau;Jako;44.38;15;33;32;1;2017-10-01
12467;S;weiss;adidas;279.33;1;2;3;1;2017-11-16
12467;S;weiss;adidas;279.33;1;2;3;4;2017-11-16
12467;M;weiss;adidas;279.33;1;2;3;6;2017-11-16
12467;M;weiss;adidas;279.33;1;2;3;16;2017-11-16
12467;M;weiss;adidas;279.33;1;2;3;7;2017-11-16
12470;L;rot;adidas;50.73;1;7;23;2;2017-10-23
12470;M;rot;adidas;50.73;1;7;23;1;2017-10-23
12472;S;schwarz;Jako;41.84;1;7;16;1;2017-10-01
12472;L;schwarz;Jako;41.84;1;7;16;1;2017-10-01
12472;XL;schwarz;Jako;41.84;1;7;16;3;2017-10-01
12473;L;rot;adidas;76.13;1;7;20;1;2017-10-01
12473;M;rot;adidas;76.13;1;7;20;2;2017-10-01
12482;L;weiss;Nike;25.33;1;7;8;1;2017-10-01
12482;M;weiss;Nike;25.33;1;7;8;1;2017-10-01
12482;XL;weiss;Nike;25.33;1;7;8;1;2017-10-01
12484;M;gruen;Nike;133.28;9;10;14;1;2017-10-01
12489;XXL;blau;adidas;38.03;1;7;16;2;2017-10-01
12489;L;blau;adidas;38.03;1;7;16;1;2017-10-01
12489;M;blau;adidas;38.03;1;7;16;1;2017-10-01
12489;S;blau;adidas;38.03;1;7;16;1;2017-10-01
12489;XL;blau;adidas;38.03;1;7;16;2;2017-10-01
12496;M;schwarz;PUMA;253.93;1;2;4;1;2017-10-01
12496;M;schwarz;PUMA;253.93;1;2;4;2;2017-10-01
12497;XS;blau;Nike;69.78;1;37;5;1;2017-11-10
12497;S;blau;Nike;69.78;1;37;5;1;2017-11-10
12497;XS;blau;Nike;69.78;1;37;5;1;2017-11-10
12497;M;blau;Nike;69.78;1;37;5;1;2017-11-10
12498;S;schwarz;Jako;6.28;1;7;13;1;2017-10-01
12498;M;schwarz;Jako;6.28;1;7;13;5;2017-10-01
12498;L;schwarz;Jako;6.28;1;7;13;7;2017-10-01
12499;M;weiss;Nike;34.22;1;7;21;1;2017-10-01
12503;XS;schwarz;Nike;63.43;1;37;3;1;2017-10-01
12504;XL;blau;Jako;11.36;1;7;13;1;2017-10-01
12507;L;rot;Under Armour;44.38;15;33;25;4;2017-10-01
12507;M;rot;Under Armour;44.38;15;33;25;4;2017-10-01
12507;S;rot;Under Armour;44.38;15;33;32;1;2017-10-01
12509;M;grau;New Balance;76.13;9;10;35;1;2017-10-01
12511;XL;gelb;Uhlsport;69.78;1;7;28;1;2017-10-01
12512;L;blau;Nike;114.23;1;7;31;6;2017-10-01
12512;M;blau;Nike;114.23;1;7;31;19;2017-10-01
12512;S;blau;Nike;114.23;1;7;31;9;2017-10-01
12512;XL;blau;Nike;114.23;1;7;31;2;2017-10-01
12513;S;schwarz;Nike;95.18;1;2;3;1;2017-10-01
12513;M;schwarz;Nike;95.18;1;2;3;1;2017-10-01
12513;M;schwarz;Nike;95.18;1;2;3;1;2017-10-01
12513;M;schwarz;Nike;95.18;1;2;3;1;2017-10-01
12513;L;schwarz;Nike;95.18;1;2;3;1;2017-10-01
12516;XL;blau;Erima;38.03;1;7;25;2;2017-10-01
12519;L;schwarz;adidas;63.43;1;7;16;8;2017-10-23
12519;S;schwarz;adidas;63.43;1;7;16;8;2017-10-23
12519;XL;schwarz;adidas;63.43;1;7;16;2;2017-10-23
12521;M;rot;Nike;44.38;1;7;22;1;2017-10-01
12525;XS;blau;adidas;190.43;1;37;6;1;2017-10-01
12528;M;rot;adidas;44.38;9;18;38;1;2017-12-12
12528;M;rot;adidas;44.38;9;18;38;2;2017-12-12
12528;M;rot;adidas;44.38;9;18;38;4;2017-12-12
12528;L;rot;adidas;44.38;9;18;38;1;2017-12-12
12531;L;schwarz;Nike;63.43;1;7;22;1;2017-10-01
12534;S;weiss;Nike;152.33;9;18;32;1;2017-10-01
12535;L;grau;Nike;139.63;9;10;14;1;2017-10-01
12537;S;schwarz;Nike;126.93;9;18;32;1;2017-10-01
12537;S;schwarz;Nike;126.93;9;18;32;2;2017-10-01
12537;M;schwarz;Nike;126.93;9;18;32;1;2017-10-01
12537;M;schwarz;Nike;126.93;9;18;32;2;2017-10-01
12537;M;schwarz;Nike;126.93;9;18;32;1;2017-10-01
12537;M;schwarz;Nike;126.93;9;18;32;1;2017-10-01
12537;M;schwarz;Nike;126.93;9;18;32;1;2017-10-01
12537;L;schwarz;Nike;126.93;9;18;32;2;2017-10-01
12537;L;schwarz;Nike;126.93;9;18;32;1;2017-10-01
12539;XS;schwarz;Nike;120.58;9;37;32;1;2017-10-01
12539;L;schwarz;Nike;120.58;9;37;32;4;2017-10-01
12546;M;lila;Nike;29.14;1;7;21;1;2017-11-22
12549;L;schwarz;Nike;165.03;9;36;32;1;2017-10-01
12552;L;grau;Nike;50.73;1;7;21;1;2017-10-01
12552;M;grau;Nike;50.73;1;7;21;2;2017-10-01
12552;S;grau;Nike;50.73;1;7;21;2;2017-10-01
12552;XL;grau;Nike;50.73;1;7;21;10;2017-10-01
12552;XS;grau;Nike;50.73;1;7;21;1;2017-10-01
12553;L;lila;Nike;228.53;1;2;39;1;2017-10-01
12558;L;blau;Jako;38.03;15;16;32;3;2017-10-01
12558;M;blau;Jako;38.03;15;16;32;1;2017-10-01
12558;S;blau;Jako;38.03;15;16;32;1;2017-10-01
12558;XL;blau;Jako;38.03;15;16;32;1;2017-10-01
12569;S;weiss;Nike;114.23;1;2;39;2;2017-10-01
12569;S;weiss;Nike;114.23;1;2;39;3;2017-10-01
12569;M;weiss;Nike;114.23;1;2;39;1;2017-10-01
12569;M;weiss;Nike;114.23;1;2;39;1;2017-10-01
12569;M;weiss;Nike;114.23;1;2;39;1;2017-10-01
12569;M;weiss;Nike;114.23;1;2;39;1;2017-10-01
12569;M;weiss;Nike;114.23;1;2;39;1;2017-10-01
12569;L;weiss;Nike;114.23;1;2;39;1;2017-10-01
12569;L;weiss;Nike;114.23;1;2;39;2;2017-10-01
12569;XXL;weiss;Nike;114.23;1;2;39;1;2017-10-01
12571;L;weiss;Nike;101.53;1;7;21;1;2017-10-01
12573;XS;schwarz;Nike;69.78;1;37;3;2;2017-10-01
12573;M;schwarz;Nike;69.78;1;37;3;2;2017-10-01
12573;M;schwarz;Nike;69.78;1;37;3;1;2017-10-01
12573;XS;schwarz;Nike;69.78;1;37;3;1;2017-10-01
12573;L;schwarz;Nike;69.78;1;37;3;2;2017-10-01
12575;L;weiss;adidas;44.38;1;7;23;2;2017-10-01
12575;M;weiss;adidas;44.38;1;7;23;4;2017-10-01
12575;S;weiss;adidas;44.38;1;7;23;1;2017-10-01
12575;XL;weiss;adidas;44.38;1;7;23;4;2017-10-01
12575;XS;weiss;adidas;44.38;1;7;23;1;2017-10-01
12577;XXL;rot;adidas;63.43;1;7;14;7;2017-10-01
12577;L;rot;adidas;63.43;1;7;14;15;2017-10-01
12577;M;rot;adidas;63.43;1;7;14;46;2017-10-01
12577;S;rot;adidas;63.43;1;7;14;13;2017-10-01
12577;XL;rot;adidas;63.43;1;7;14;15;2017-10-01
12585;XXL;weiss;adidas;18.98;1;7;21;2;2017-10-01
12585;L;weiss;adidas;18.98;1;7;21;1;2017-10-01
12585;S;weiss;adidas;18.98;1;7;21;2;2017-10-01
12585;XL;weiss;adidas;18.98;1;7;21;1;2017-10-01
12587;L;orange;Jako;6.28;1;7;12;1;2017-10-01
12589;M;grau;Jordan;139.63;9;18;32;1;2017-10-01
12596;S;weiss;adidas;31.68;1;7;21;1;2017-11-09
12597;L;schwarz;PUMA;38.03;15;24;32;2;2017-10-01
12597;M;schwarz;PUMA;38.03;15;24;35;2;2017-10-01
12597;XL;schwarz;PUMA;38.03;15;24;32;1;2017-10-01
12599;M;schwarz;Nike;190.43;9;18;32;1;2017-10-01
12603;XS;weiss;adidas;82.48;1;37;3;1;2017-10-01
12603;S;weiss;adidas;82.48;1;37;3;2;2017-10-01
12603;XS;weiss;adidas;82.48;1;37;3;1;2017-10-01
12603;XS;weiss;adidas;82.48;1;37;3;1;2017-10-01
12605;M;grau;Nike;311.08;1;2;3;1;2017-10-01
12605;M;grau;Nike;311.08;1;2;3;1;2017-10-01
12608;XL;rot;adidas;44.38;1;7;14;1;2017-10-27
12620;L;weiss;adidas;38.03;15;24;25;3;2017-11-21
12620;M;weiss;adidas;38.03;15;24;32;5;2017-11-21
12620;S;weiss;adidas;38.03;15;24;32;1;2017-11-21
12620;XL;weiss;adidas;38.03;15;24;25;3;2017-11-21
12623;M;rot;Nike;95.18;1;2;5;1;2017-10-01
12623;M;rot;Nike;95.18;1;2;5;1;2017-10-01
12623;M;rot;Nike;95.18;1;2;5;2;2017-10-01
12623;M;rot;Nike;95.18;1;2;5;1;2017-10-01
12623;M;rot;Nike;95.18;1;2;5;1;2017-10-01
12623;L;rot;Nike;95.18;1;2;5;1;2017-10-01
12623;L;rot;Nike;95.18;1;2;5;1;2017-10-01
12623;XXL;rot;Nike;95.18;1;2;5;1;2017-10-01
12627;S;weiss;adidas;10.09;1;7;13;1;2017-10-01
12628;M;gruen;Nike;57.08;1;7;21;1;2017-10-01
12637;XS;gruen;Nike;69.78;1;37;39;1;2017-10-01
12643;S;schwarz;Nike;88.83;1;2;5;1;2018-01-18
12643;S;schwarz;Nike;88.83;1;2;5;3;2018-01-18
12643;M;schwarz;Nike;88.83;1;2;5;4;2018-01-18
12643;M;schwarz;Nike;88.83;1;2;5;3;2018-01-18
12643;M;schwarz;Nike;88.83;1;2;5;5;2018-01-18
12643;XXL;schwarz;Nike;88.83;1;2;5;1;2018-01-18
12645;XXL;blau;adidas;69.78;1;7;31;8;2017-10-01
12645;L;blau;adidas;69.78;1;7;31;12;2017-10-01
12645;M;blau;adidas;69.78;1;7;31;19;2017-10-01
12645;S;blau;adidas;69.78;1;7;31;5;2017-10-01
12645;XL;blau;adidas;69.78;1;7;31;16;2017-10-01
12647;S;rot;Nike;380.93;1;2;39;1;2017-10-01
12647;M;rot;Nike;380.93;1;2;39;1;2017-10-01
12647;M;rot;Nike;380.93;1;2;39;1;2017-10-01
12647;M;rot;Nike;380.93;1;2;39;2;2017-10-01
12647;M;rot;Nike;380.93;1;2;39;2;2017-10-01
12647;L;rot;Nike;380.93;1;2;39;2;2017-10-01
12647;XXL;rot;Nike;380.93;1;2;39;1;2017-10-01
12653;XXL;rot;Nike;25.33;1;7;21;3;2017-10-01
12653;L;rot;Nike;25.33;1;7;21;35;2017-10-01
12653;M;rot;Nike;25.33;1;7;21;75;2017-10-01
12653;S;rot;Nike;25.33;1;7;21;58;2017-10-01
12653;XL;rot;Nike;25.33;1;7;21;9;2017-10-01
12655;XS;rot;adidas;50.73;1;37;3;1;2017-10-01
12655;M;rot;adidas;50.73;1;37;3;1;2017-10-01
12655;XS;rot;adidas;50.73;1;37;3;1;2017-10-01
12657;S;blau;Nike;76.13;9;10;14;1;2017-10-01
12659;XXL;gold;Nike;31.68;1;7;21;1;2017-10-01
12659;L;gold;Nike;31.68;1;7;21;1;2017-10-01
12660;M;grau;Nike;44.38;15;16;32;2;2017-10-01
12660;S;grau;Nike;44.38;15;16;32;4;2017-10-01
12660;XL;grau;Nike;44.38;15;16;22;1;2017-10-01
12666;M;grau;Nike;15.17;9;10;11;1;2017-10-01
12667;L;grau;Under Armour;44.38;15;33;32;1;2017-10-01
12667;M;grau;Under Armour;44.38;15;33;25;3;2017-10-01
12671;M;blau;adidas;63.43;1;7;16;1;2017-11-02
12671;S;blau;adidas;63.43;1;7;16;1;2017-11-02
12674;XS;schwarz;Nike;139.63;1;2;3;1;2017-10-01
12674;M;schwarz;Nike;139.63;1;2;3;1;2017-10-01
12674;M;schwarz;Nike;139.63;1;2;3;2;2017-10-01
12674;XL;schwarz;Nike;139.63;1;2;3;1;2017-10-01
12675;L;schwarz;Jako;38.03;15;16;32;5;2017-10-01
12675;M;schwarz;Jako;38.03;15;16;39;2;2017-10-01
12675;S;schwarz;Jako;38.03;15;16;13;1;2017-10-01
12675;XL;schwarz;Jako;38.03;15;16;35;1;2017-10-01
12681;M;grau;Nike;139.63;9;37;32;1;2017-10-01
12683;XXL;schwarz;adidas;69.78;1;7;31;5;2017-10-01
12683;L;schwarz;adidas;69.78;1;7;31;2;2017-10-01
12683;M;schwarz;adidas;69.78;1;7;31;1;2017-10-01
12683;XL;schwarz;adidas;69.78;1;7;31;14;2017-10-01
12683;XS;schwarz;adidas;69.78;1;7;31;1;2017-10-01
